FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_NUMBER,StreetNumber,StreetName,CCHLO_Code,CCLHO_Name,FIPS_Couunty_Code
10000431,PETALUMA ICF/DDH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,8,805 PETALUMA AVE,SONOMA,95476,"HIRE, RICHARD  A",BPCABIE@GMAIL.COM,(707) 938-9195,(707) 938-9195,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000191,"PETALUMA ICF/DDH, INC.",28-Jul-88,26-Dec-15,,PROFIT CORP,38.291937,-122.484897,"(38.291937, -122.484897)",,805,PETALUMA AVE,49,SONOMA,97
10000465,HEALING AT HOME,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,1151 BROADWAY,SONOMA,95476,"MATHER, KELLY",ADMINISTRATION@SVH.COM,(707) 935-5098,(707) 935-5005,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000200,SONOMA VALLEY HOSPITAL,15-Feb-89,1-Mar-16,,HEALTH CARE DISTRICT,38.280119,-122.459741,"(38.280119, -122.459741)",406494097,1151,BROADWAY,49,SONOMA,97
10000469,TLC ON LOMBARD,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,804 LOMBARD WAY,ROHNERT PARK,94928,"PEREZ, VELVET A",,(707) 664-1356,(707) 664-1356,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000201,TEACHING LIVING CONCEPTS INC.,21-Mar-97,13-Dec-15,,PROFIT CORP,38.328682,-122.692867,"(38.328682, -122.692867)",,804,LOMBARD WAY,49,SONOMA,97
10000480,VELMA HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1450 VELMA AVE,SANTA ROSA,95403,"WILLIAMS, TODD",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 566-2200,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000211,DUMOLIN SERVICE CORPORATION,27-Feb-90,5-Nov-15,,PROFIT CORP,38.452274,-122.766057,"(38.452274, -122.766057)",,1450,VELMA AVE,49,SONOMA,97
10000481,REDWOOD HOUSE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,5028 OLD REDWOOD HWY,SANTA ROSA,95403,"WILLIAMS, TODD",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 568-5881,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000208,DUMOLIN SERVICE CORPORATION,29-Sep-89,16-Nov-15,,PROFIT CORP,38.505396,-122.758851,"(38.505396, -122.758851)",,5028,OLD REDWOOD HWY,49,SONOMA,97
10000487,MAYETTE HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,4347 MAYETTE AVE,SANTA ROSA,95405,"YOUNG, CINDY",DENISE@DUMOLINHOMES.COM,(707)838-2305,(707) 578-1877,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000205,DUMOLIN SERVICE CORPORATION,29-Jun-89,1-Nov-15,,PROFIT CORP,38.443141,-122.667898,"(38.443141, -122.667898)",,4347,MAYETTE AVE,49,SONOMA,97
10000557,YOUR HOME NURSING SERVICES,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3188 JEFFERSON ST,NAPA,94558,"BIANCHI, CAMERON",YHNS@EARTHLINK.NET,(707) 224-7194,(707) 224-7780,380,NAPA,11,SANTA ROSA/REDWOOD COAST,Y,10000218,"YOUR HOME NURSING SERVICES, INC.",20-Nov-90,20-Nov-15,,PROFIT CORP,38.319123,-122.298795,"(38.319123, -122.298795)",406284002,3188,JEFFERSON ST,28,NAPA,55
10000572,VICTORIA DRIVE HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2793 VICTORIA DR,SANTA ROSA,95407,"ANDERSON, KEVIN",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 579-2451,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000230,DUMOLIN SERVICE CORPORATION,16-Oct-91,1-Nov-15,,PROFIT CORP,38.409241,-122.721995,"(38.409241, -122.721995)",,2793,VICTORIA DR,49,SONOMA,97
10000585,FIFTY-O-ONE PARKHURST,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,5001 PARKHURST DR,SANTA ROSA,95409,"BAKER, PATRICIA (PAT)",SARANE@SBCGLOBAL.NET,(707) 537-1753,(707) 538-4669,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000231,SLOW SCULPTURE,3-Dec-91,3-Dec-15,,NONPROFIT CORP,38.475921,-122.661077,"(38.475921, -122.661077)",,5001,PARKHURST DR,49,SONOMA,97
10000587,"HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4983 SONOMA HWY,SANTA ROSA,95409,"GRINNELL, SHARON",HHC_INCORP@SBCGLOBAL.NET,(707)537-6752,(707) 538-0679,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000243,"HOME HEALTH CARE, INC.",9-Jun-92,9-Jun-15,,PROFIT CORP,38.464301,-122.663351,"(38.464301, -122.663351)",406494034,4983,SONOMA HWY,49,SONOMA,97
10000596,ROBERTS ROAD HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,11,2275 ROBERTS RD,PENNGROVE,94951,"YOUNG, CINDY",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 792-2903,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000242,DUMOLIN SERVICE CORPORATION,15-Jun-92,15-Jun-16,,PROFIT CORP,38.328903,-122.662551,"(38.328903, -122.662551)",,2275,ROBERTS RD,49,SONOMA,97
10000598,SACRAMENTO HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,4044 SACRAMENTO AVE,SANTA ROSA,95405,"ANDERSON, KEVIN",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 575-8402,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000238,DUMOLIN SERVICE CORPORATION,27-Apr-92,27-Apr-16,,PROFIT CORP,38.43646,-122.668043,"(38.43646, -122.668043)",,4044,SACRAMENTO AVE,49,SONOMA,97
10000620,MUSTARD SEED,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,200 PEACH TREE AVE,VACAVILLE,95688,"OCHS, JIM",SHERIEBRANCH2@AOL.COM,(707) 552-1267,(707) 448-7558,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000249,"MARK'S GROWING CENTER, INC.",15-Dec-92,15-Jun-15,,NONPROFIT CORP,38.355498,-121.995606,"(38.355498, -121.995606)",,200,PEACH TREE AVE,48,SOLANO,95
10000643,PATHWAYS,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1152 HICKORY AVE,FAIRFIELD,94533,"IGNACIO, KRISTINA",PATHWAYS1152@SBCGLOBAL.NET,(707) 428-0627,(707) 428-1534,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000261,"MICHAEL'S PROJECT, INC.",29-Jun-93,21-Nov-15,,PROFIT CORP,38.286681,-122.011141,"(38.286681, -122.011141)",,1152,HICKORY AVE,48,SOLANO,95
10000646,"GENEVIE DREAM HOME, INC.",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,17355 BUENA VISTA AVE,SONOMA,95476,"CALAUNAN, MARK B",,(650) 873-6924,(707) 935-9411,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000254,"GENEVIE DREAM HOME,INC.",27-Apr-93,26-Nov-15,,PROFIT CORP,38.321876,-122.48148,"(38.321876, -122.48148)",,17355,BUENA VISTA AVE,49,SONOMA,97
10000652,KAISER FOUNDATION HOSPITAL HOME HEALTH-SANTA ROSA,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3550 ROUND BARN BLVD,SANTA ROSA,95403,"WHITE, JANET L",DONNA.SCHLARB@KP.ORG,(707) 566-5702,(707) 566-5488,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000259,KAISER FOUNDATION HOSPITALS,15-Jun-93,15-Dec-15,,NONPROFIT CORP,38.475902,-122.726215,"(38.475902, -122.726215)",406494092,3550,ROUND BARN BLVD,49,SONOMA,97
10000654,ADVENTIST HEALTH HOME CARE & HOSPICE SVCS -MENDO CTY,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,100 SAN HEDRIN CIR,WILLITS,95490,"RUNYAN, NANCY",RUNYANNL@AH.ORG,(707) 459-9298,(707) 459-1818,330,MENDOCINO,11,SANTA ROSA/REDWOOD COAST,Y,10000256,WESTERN HEALTH RESOURCES,7-May-93,23-Nov-15,,NONPROFIT CORP,39.390628,-123.338267,"(39.390628, -123.338267)",406234033,100,SAN HEDRIN CIR,23,MENDOCINO,45
10000657,ESTES HOUSE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,4740 BADGER RD,SANTA ROSA,95409,"SMITH, CHARIELL",STEVE.LYMAN@THEMENTORNETWORK.COM,(707) 536-9147,(707) 538-9675,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000260,"CORNERSTONE LIVING SKILLS, INC.",30-Jun-93,30-Jun-15,,PROFIT CORP,38.48219,-122.668911,"(38.48219, -122.668911)",,4740,BADGER RD,49,SONOMA,97
10000659,SUTTER COAST HOME CARE,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,785 E. WASHINGTON BLVD,CRESCENT CITY,95531,"CORCORAN, ROSEMARY E",BRIXEYT@SUTTERHEALTH.ORG,(707) 464-3742,(707) 464-8511,70,DEL NORTE,11,SANTA ROSA/REDWOOD COAST,Y,10000265,SUTTER COAST HOSPITAL,1-Sep-93,1-Nov-15,,NONPROFIT CORP,41.772663,-124.192814,"(41.772663, -124.192814)",,785,E. WASHINGTON BLVD,8,DEL NORTE,15
10000673,DOUGLAS HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,3825 DOUGLAS DR,SANTA ROSA,95405,"ANDERSON, KEVIN",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 576-7720,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000267,DUMOLIN SERVICE CORPORATION,29-Sep-93,29-Nov-15,,PROFIT CORP,38.437416,-122.672861,"(38.437416, -122.672861)",,3825,DOUGLAS DR,49,SONOMA,97
10000684,ST. JOSEPH HOME CARE NETWORK - GREATER SONOMA COUNTY,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,1111 SONOMA AVE,SANTA ROSA,95405,"SPRINGSTEAD, KERMIT",MINDY.TOTH@STJOE.ORG,(707) 206-9420,(707) 586-6501,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000281,ST. JOSEPH HOME CARE NETWORK,5-Aug-94,1-Apr-16,,NONPROFIT CORP,38.441226,-122.699794,"(38.441226, -122.699794)",406494050,1111,SONOMA AVE,49,SONOMA,97
10000703,BAIRD HOUSE,ICFDD_CN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,920 BAIRD RD,SANTA ROSA,95409,"SMITH, CHARIELL",RUSSELL.SCHREIBER@THEMENTORNETWORK.COM,(707) 536-9147,(707) 539-6447,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000280,"CORNERSTONE LIVING SKILLS, INC.",21-Jun-94,21-Jun-15,,PROFIT CORP,38.478694,-122.667552,"(38.478694, -122.667552)",,920,BAIRD RD,49,SONOMA,97
10000743,TLC ON GARMONT,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1304 GARMONT CT,ROHNERT PARK,94928,"PEREZ, VELVET A",TLCINC18@AOL.COM,(707) 664-1356,(707) 588-1943,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000288,TEACHING LIVING CONCEPTS INC.,22-Mar-97,17-Jun-16,,PROFIT CORP,38.369194,-122.685132,"(38.369194, -122.685132)",,1304,GARMONT CT,49,SONOMA,97
10000765,HOPE HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,6996 LEISURE TOWN RD,VACAVILLE,95688,"OCHS, JAMES B",GOODWINMUSTARDSEED@ATT.NET,(707) 552-1267,(707) 447-3590,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000296,"MARK'S GROWING CENTER, INC.",31-Aug-95,1-Dec-15,,NONPROFIT CORP,38.399872,-121.933717,"(38.399872, -121.933717)",,6996,LEISURE TOWN RD,48,SOLANO,95
10000792,CROSSROADS,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1250 WOODMAN WAY,DIXON,95620,"VANDERBECK, DAVID  A",,(707) 449-3873,(707) 678-1802,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000303,"CROSSROADS LIVING CENTERS, INC.",8-May-96,8-May-16,,PROFIT CORP,38.458116,-121.834428,"(38.458116, -121.834428)",,1250,WOODMAN WAY,48,SOLANO,95
10000793,PATHWAYS 2,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1132 GULF DR,FAIRFIELD,94533,"IGNACIO, KRISTINA",PATHWAYS1152@SBCGLOBAL.NET,(707) 428-0627,(707) 422-3061,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000304,"MICHAEL'S PROJECT, INC.",6-May-96,21-Nov-15,,PROFIT CORP,38.284483,-122.011735,"(38.284483, -122.011735)",,1132,GULF DR,48,SOLANO,95
10000799,MY HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1639 MANZANITA AVE,SANTA ROSA,95404,"GIBBONS, JANE",MYHOMEINC1639@GMAIL.COM,(707) 539-7435,(707) 539-7435,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000309,"MY HOME, INC.",24-Sep-96,24-Nov-15,,NONPROFIT CORP,38.467736,-122.683654,"(38.467736, -122.683654)",,1639,MANZANITA AVE,49,SONOMA,97
10000801,DANNY'S PLACE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,6133 OLD REDWOOD HWY,SANTA ROSA,95403,"WILLIAMS, TODD",DENISE@DUMOLINHOMES.COM,(707) 838-2305,(707) 836-8625,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000317,DUMOLIN COMMUNITY LIVING,20-Jan-97,20-Jan-16,,PROFIT CORP,38.530536,-122.782719,"(38.530536, -122.782719)",,6133,OLD REDWOOD HWY,49,SONOMA,97
10000822,BADGER CREEK,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,4520 BADGER RD,SANTA ROSA,95409,"BAKER, PATRICIA (PAT)",SARANE@SBCGLOBAL.NET,(707) 537-1753,(707) 539-4191,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000319,SLOW SCULPTURE,10-Feb-97,10-Feb-16,,NONPROFIT CORP,38.482144,-122.676826,"(38.482144, -122.676826)",,4520,BADGER RD,49,SONOMA,97
10000834,CALISTOGA HOUSE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,5302 BADGER RD,SANTA ROSA,95409,"SMITH, CHARIELL",CHARIELL.SMITH@THEMENTORNETWORK.COM,(707) 536-9174,(707) 538-9684,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000326,"CORNERSTONE LIVING SKILLS, INC.",9-Jul-97,9-Nov-15,,PROFIT CORP,38.483732,-122.659436,"(38.483732, -122.659436)",,5302,BADGER RD,49,SONOMA,97
10000860,GREENFIELDS I ICF-DDN,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,219 TORREY PINES CT,VALLEJO,94591,"REYES, TERESITA",GREENFIELDSICFDDN@SBCGLOBAL.NET,(707) 553-2993,(707) 558-8149,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000325,JASMINE BADILLO & TERESITA REYES,22-Sep-97,22-Mar-16,,PARTNERSHIP,38.117409,-122.198176,"(38.117409, -122.198176)",,219,TORREY PINES CT,48,SOLANO,95
10000862,TLC ON LARCH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,8470 LARCH AVE,COTATI,94931,"PEREZ, VELVET A",TLCINC18@AOL.COM,(707) 664-1356,(707) 664-1356,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000336,TEACHING LIVING CONCEPTS INC.,27-Jan-98,9-Jun-15,,PROFIT CORP,38.325372,-122.699548,"(38.325372, -122.699548)",,8470,LARCH AVE,49,SONOMA,97
10000864,CROSSROADS II,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,880 ALEXANDER DR,DIXON,95620,"VANDERBECK, DAVID  A",,(707) 449-3873,(707) 693-1851,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000328,"CROSSROADS LIVING CENTERS, INC.",19-Sep-97,19-Nov-15,,PROFIT CORP,38.46178,-121.834077,"(38.46178, -121.834077)",,880,ALEXANDER DR,48,SOLANO,95
10000885,"PACIFIC MEDICAL RESOURCES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,1102 S MAIN ST,FORT BRAGG,95437,"ATALLAH, KATHRYN",LORRAINA@CALIFORNIACARELLC.COM,(707) 964-5557,(707) 964-5556,330,MENDOCINO,11,SANTA ROSA/REDWOOD COAST,Y,10000339,"PACIFIC MEDICAL RESOURCES, INC.",19-May-98,19-May-16,,PROFIT CORP,39.425435,-123.807167,"(39.425435, -123.807167)",406234022,1102,S MAIN ST,23,MENDOCINO,45
10000907,GREENFIELDS II ICF-DDN,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2673 VISTA BONITA,FAIRFIELD,94534,"REYES, TERESITA",GREENSFIELDSICFDDN@SBCGLOBAL.NET,(707) 553-2993,(707) 429-9774,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,10000345,JASMINE BADILLO & TERESITA REYES,26-Jan-99,26-Jan-16,,PARTNERSHIP,38.270658,-122.058691,"(38.270658, -122.058691)",,2673,VISTA BONITA,48,SOLANO,95
10000923,AT HOME NURSING SERVICES,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,1378 CORPORATE CNTR PKWY,SANTA ROSA,95407,"BRABETZ, DIANE",ATHOME@SONIC.NET,(707) 546-8778,(707) 546-8773,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,10000349,"BRABETZ, INC.",1-Oct-99,1-Apr-16,,PROFIT CORP,38.41777,-122.753594,"(38.41777, -122.753594)",406494104,1378,CORPORATE CNTR PKWY,49,SONOMA,97
10000936,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",SNF,SKILLED NURSING FACILITY,LTC,54,1601 5TH AVE,SAN RAFAEL,94901,"MA, ABBY C",,(415) 456-9304,(415) 456-7170,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000353,"SAN RAFAEL HEALTHCARE & WELLNESS CENTRE, LP",,17-Dec-15,,PARTNERSHIP,37.974862,-122.535364,"(37.974862, -122.535364)",,1601,5TH AVE,21,MARIN,41
10000938,KINDRED NURSING AND TRANSITIONAL CARE-SOUTH MARIN,SNF,SKILLED NURSING FACILITY,LTC,72,1220 S ELISEO DR,GREENBRAE,94904,"NITSCHE, MARK STEPHEN",,(415) 461-4655,(415) 461-9700,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000354,"GREENBRAE CARE CENTER, LLC",1-May-94,9-Apr-16,,LIMITED LIABILITY COMPANY,37.944051,-122.535775,"(37.944051, -122.535775)",,1220,S ELISEO DR,21,MARIN,41
10000940,NOVATO HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,181,1565 HILL RD,NOVATO,94947,"TREUDE, DARRON",LICENSING@COUNTRYVILLAHEALTH.COM,(323) 596-2240,(415) 897-6161,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000355,"NOVATO HEALTHCARE CENTER, LLC",1-Jan-77,1-Jan-16,,LIMITED LIABILITY COMPANY,38.096477,-122.576047,"(38.096477, -122.576047)",206210969,1565,HILL RD,21,MARIN,41
10000949,PINE RIDGE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,101,45 PROFESSIONAL CENTER PKWY,SAN RAFAEL,94903,"CHAPPELOW, LISA",MVPARDE@MARINERHEALTHCARE.COM,(415) 479-0313,(415) 479-3610,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000359,SAN RAFAEL OPERATING COMPANY LP (SEE NOTES),,1-Feb-16,,PARTNERSHIP,38.009893,-122.539732,"(38.009893, -122.539732)",206210999,45,PROFESSIONAL CENTER PKWY,21,MARIN,41
10000951,MARIN CONVALESCENT & REHABILITATION HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,56,30 HACIENDA DR,BELVEDERE TIBURON,94920,"WOLLAM JR., MILES",BUZZ@MARINCONVALESCENT.COM,(415) 435-6964,(415) 435-4554,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000360,"INMAR, LLC",,2-Nov-15,,LIMITED LIABILITY COMPANY,37.901105,-122.480517,"(37.901105, -122.480517)",206211005,30,HACIENDA DR,21,MARIN,41
10000956,SUTTER VISITING NURSES ASSOCIATION,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,100 ROWLAND WAY,NOVATO,94945,"DONNELL, JANE",SVNAHOSPICE@SUTTERHEALTH.ORG,(855) 835-2448,(415) 209-7760,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000362,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1-Jul-66,1-Nov-15,,NONPROFIT CORP,38.097018,-122.558737,"(38.097018, -122.558737)",406214041,100,ROWLAND WAY,21,MARIN,41
10000959,RAFAEL CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,168,234 N SAN PEDRO RD,SAN RAFAEL,94903,"EGAN, MICHAEL",MAUREENMB@AOL.COM,(415) 472-3723,(415) 479-3450,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000364,"RAFAEL CONVALESCENT HOSPITAL, INC.",27-May-53,1-Jun-15,,PROFIT CORP,38.002947,-122.521329,"(38.002947, -122.521329)",,234,N SAN PEDRO RD,21,MARIN,41
10000966,HOSPICE BY THE BAY,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,17 E SIR FRANCIS DRAKE BLVD,LARKSPUR,94939,"WHITAKER, KITTY (MARY)",KWHITAKER@HBTB.ORG,(888) 204-4081,(415) 927-2273,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000367,HOSPICE BY THE BAY,,1-Nov-15,,NONPROFIT CORP,37.945292,-122.512638,"(37.945292, -122.512638)",,17,E SIR FRANCIS DRAKE BLVD,21,MARIN,41
10000967,HOSPICE BY THE BAY- BRANCH,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,190 W NAPA ST,SONOMA,95476,,CMCINTYRE@HBTB.ORG,(415) 925-1004,(707) 935-7504,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,N,10000367,HOSPICE BY THE BAY,,1-Nov-15,,NONPROFIT CORP,38.292241,-122.460769,"(38.292241, -122.460769)",,190,W NAPA ST,49,SONOMA,97
10000968,PROFESSIONAL POST ACUTE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,81 PROFESSIONAL CENTER PKWY,SAN RAFAEL,94903,"PONGBANDITH, BE",LICENSING@COUNTRYVILLAHEALTH.COM,(323) 596-2240,(415) 479-5161,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000368,"CF SAN RAFAEL, LLC",2-Jan-66,10-Nov-15,,LIMITED LIABILITY COMPANY,38.00992,-122.538582,"(38.00992, -122.538582)",206212036,81,PROFESSIONAL CENTER PKWY,21,MARIN,41
10000970,DEVON DRIVE HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,363 DEVON DR,SAN RAFAEL,94903,"BONFIGLIO, CHRISTINE",INFO@CASAALLEGRA.ORG,(415) 499-0575,(415) 499-1116,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000369,CASA ALLEGRA COMMUNITY SERVICES,,19-Mar-16,,NONPROFIT CORP,37.99683,-122.549319,"(37.99683, -122.549319)",,363,DEVON DR,21,MARIN,41
10000972,ADRIAN WAY HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,306 ADRIAN WAY,SAN RAFAEL,94903,"BONFIGLIO, CHRISTINE",INFO@CASAALLEGRA.ORG,(415) 499-0575,(415) 479-1858,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000370,CASA ALLEGRA COMMUNITY SERVICES,,20-Mar-16,,NONPROFIT CORP,38.010609,-122.519623,"(38.010609, -122.519623)",,306,ADRIAN WAY,21,MARIN,41
10000976,SUNRISE II,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,48 GOLDEN HINDE BLVD,SAN RAFAEL,94903,"PADECKY, MARY T",KOCONNOR@LIFEHOUSEAGENCY.ORG,(415) 472-5739,(415) 526-5307,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000372,"LIFEHOUSE, INC.",,14-Nov-15,,NONPROFIT CORP,37.997013,-122.543541,"(37.997013, -122.543541)",,48,GOLDEN HINDE BLVD,21,MARIN,41
10000980,NORTHGATE POSTACUTE CARE,SNF,SKILLED NURSING FACILITY,LTC,54,40 PROFESSIONAL CENTER PKWY,SAN RAFAEL,94903,"ROSEBERRY, NATHAN",ADMINISTRATOR@NORTHGATEPOSTACUTE.COM,(415) 492-0398,(415) 479-1230,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000374,NORTHGATE POSTACUTE CARE,,8-Dec-15,,PROFIT CORP,38.009783,-122.538015,"(38.009783, -122.538015)",206212623,40,PROFESSIONAL CENTER PKWY,21,MARIN,41
10000985,THE TAMALPAIS,SNF,SKILLED NURSING FACILITY,LTC,52,501 VIA CASITAS,GREENBRAE,94904,"GOERZEN, ROBERT",RGOERZEN@NCPHS.ORG,(415) 461-0241,(415) 461-2300,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000376,"ROSS VALLEY HOMES, INC.",,19-Nov-15,,NONPROFIT CORP,37.945993,-122.532496,"(37.945993, -122.532496)",206212800,501,VIA CASITAS,21,MARIN,41
10000995,VILLA MARIN RETIREMENT RESIDENCES,SNF,SKILLED NURSING FACILITY,LTC,31,100 THORNDALE DR,SAN RAFAEL,94903,"STEPHENS, PATRICIA",JOHNS@VILLA-MARIN.COM,(415) 499-1019,(415) 492-2408,310,MARIN,11,SANTA ROSA/REDWOOD COAST,Y,10000382,VILLA MARIN HOMEOWNERS ASSOCIATION.,23-Mar-87,23-Nov-15,,NONPROFIT CORP,38.0039861,-122.5516161,"(38.0039861, -122.5516161)",206212810,100,THORNDALE DR,21,MARIN,41
